Gene	Category	DAN	Size	rho	p	FDR	depleted	enriched
CDH9	Other	0.00263453050010532	4	0.26046093446225	0.812167801413995	0.999961910957002	NA	8411
KLHL15	Other	0.117826979017075	4	0.260479453509044	0.812198056540348	0.999961910957002	NA	8412
TPBGL	Other	0.132267551322231	4	0.260511842691791	0.812241818419537	0.999961910957002	NA	8413
CTDSP2	Other	0.113639507152098	4	0.260548929249049	0.812308811913604	0.999961910957002	NA	8414
FAM192A	Other	0.0631059840419044	4	0.260553535752435	0.81231745623542	0.999961910957002	NA	8415
CPEB1	Other	-0.0298278306907378	4	0.260572057827223	0.812352573792793	0.999961910957002	6293	NA
TAP1	Other	0.11795994410008	4	0.260609103793371	0.812415785396067	0.999961910957002	NA	8416
ANKRD2	Other	0.102385800711523	4	0.260647139084183	0.812484939970588	0.999961910957002	NA	8417
TBX20	Other	0.111174849438838	4	0.260664677283684	0.812515195096941	0.999961910957002	NA	8418
HOXC9	Other	-0.0387525884838593	4	0.260692241129598	0.812554634815222	0.999961910957002	6294	NA
PROB1	Other	0.0541767580531003	4	0.260692241129598	0.812554634815222	0.999961910957002	NA	8419
SPRYD3	Other	-0.0239337963080643	4	0.260720256222766	0.812597856424298	0.999961910957002	6295	NA
PCNXL2	Other	0.0472206215698715	4	0.260738783746526	0.812633514251785	0.999961910957002	NA	8420
KRCC1	Other	0.00415045969183785	4	0.260757311875614	0.812674574780407	0.999961910957002	NA	8421
DHRS7C	Other	0.0647950536452813	4	0.260762208857351	0.812681058021769	0.999961910957002	NA	8422
CRTC2	Other	0.108054372694984	4	0.260831430444801	0.812796675826046	0.999961910957002	NA	8423
PRR35	Other	0.0963100722588706	4	0.260847507780974	0.812824769871945	0.999961910957002	NA	8424
C16ORF95	Other	0.130767755014355	4	0.260850111066042	0.812828551762739	0.999961910957002	NA	8425
IL27RA	Other	0.105841058661838	4	0.260979696632095	0.813059247101181	0.999961910957002	NA	8426
CIART	Other	0.0898527282840343	4	0.261008000859797	0.813118136543546	0.999961910957002	NA	8427
VCX2	Other	0.104562482161151	5	0.247291310810153	0.813128401675702	0.999961910957002	NA	8428
OR5P2	Nonessential	0.0255557548520663	4	0.261016769229724	0.813141908428538	0.999961910957002	NA	8429
PUS3	Other	-0.052063388842738	4	0.261060722794512	0.813219167054761	0.999961910957002	6296	NA
PARD3B	Other	0.0568964568294807	4	0.261072382663539	0.813241858399525	0.999961910957002	NA	8430
FAM46A	Other	0.0847191172091765	4	0.261183625863468	0.813431493209345	0.999961910957002	NA	8431
LRRC15	Other	-0.0176103092589053	4	0.261183625863468	0.813431493209345	0.999961910957002	6297	NA
GLUL	Other	0.0238789871582807	4	0.261188470621834	0.813439597261047	0.999961910957002	NA	8432
ILDR2	Other	0.0377245531182566	4	0.261188470621834	0.813439597261047	0.999961910957002	NA	8433
VAPB	Other	0.038360335781593	4	0.261220711768649	0.813498486703412	0.999961910957002	NA	8434
AQP12B	Other	-0.0289593572809411	4	0.261256153453437	0.813552513714757	0.999961910957002	6298	NA
YY1AP1	Other	-0.0396708362711955	4	0.261294890835733	0.813618426668597	0.999961910957002	6299	NA
LHFPL1	Other	0.142266491899822	4	0.261301277361082	0.813635175042114	0.999961910957002	NA	8435
GDI2	Other	-0.0364822208654615	4	0.261346402883985	0.813692983944253	0.999961910957002	6300	NA
SPEG	Other	0.0860949627809634	4	0.261401770866189	0.813783749323312	0.999961910957002	NA	8436
GPR148	Nonessential	0.071437371047303	4	0.261424727481343	0.813822108501366	0.999961910957002	NA	8437
FAM71F1	Other	0.138445609685959	4	0.261443277991727	0.813846960926585	0.999961910957002	NA	8438
TRAPPC6B	Other	0.0376482625898456	4	0.261444393572903	0.813846960926585	0.999961910957002	NA	8439
OR6N2	Other	0.0299958685308931	4	0.261480380825884	0.813908551719518	0.999961910957002	NA	8440
CASP1	Other	0.0701955426759689	4	0.261536039610254	0.813991213046875	0.999961910957002	NA	8441
HIST1H4L	Other	0.076776804632555	4	0.261610259783645	0.814110072471833	0.999961910957002	NA	8442
RNF138	Other	-0.00762592757573385	4	0.261617189909644	0.814127901385577	0.999961910957002	6301	NA
PHKA2	Other	-0.0530221994605152	4	0.261647373496033	0.814171663264766	0.999961910957002	6302	NA
UTRN	Other	0.0987227538249634	4	0.261662326723266	0.814197055960098	0.999961910957002	NA	8443
PCDHB13	Other	0.0602291518782974	4	0.261700091074958	0.814264049454165	0.999961910957002	NA	8444
RTP1	Nonessential	0.052504161502856	4	0.26170304859622	0.8142694521553	0.999961910957002	NA	8445
XCR1	Other	-0.023466059177972	4	0.261721608171287	0.814290522689724	0.999961910957002	6303	NA
LCA5L	Other	0.000618891992637198	4	0.261758729133791	0.814371563206741	0.999961910957002	NA	8446
B3GNT9	Other	0.0326629787291382	4	0.261775175802715	0.814397496172186	0.999961910957002	NA	8447
DNASE1	Other	0.0441388036581151	4	0.261777290521183	0.814399116982527	0.999961910957002	NA	8448
RIMKLB	Other	-0.0505968401588425	4	0.261795852512638	0.814432073459447	0.999961910957002	6304	NA
TRAM2	Other	0.0619327783895979	4	0.261795852512638	0.814432073459447	0.999961910957002	NA	8449
C9ORF172	Other	0.0124263599979962	4	0.261851542111154	0.814529322079867	0.999961910957002	NA	8450
ARL17A	Other	-0.0268696749559292	4	0.261851542111154	0.814529322079867	0.999961910957002	6305	NA
ARL17B	Other	-0.0268696749559292	4	0.261851542111154	0.814529322079867	0.999961910957002	6306	NA
FGFR1	Other	-0.141903841579291	4	0.261870519186683	0.81455957720622	0.999961910957002	6307	NA
PARP11	Other	0.0929082919778654	4	0.261888671530064	0.814596855844048	0.999961910957002	NA	8451
MAP3K1	Other	0.00262604740651405	4	0.261907237145422	0.814628191510628	0.999961910957002	NA	8452
CCDC85A	Other	0.0759629939482206	4	0.26205578380693	0.814878876843267	0.999961910957002	NA	8453
NAA16	Other	0.0716914129964287	4	0.26207435485661	0.814923719262683	0.999961910957002	NA	8454
GSDMC	Other	0.0672917812252334	4	0.262148645092103	0.815059327061157	0.999961910957002	NA	8455
LMO7DN	Other	0.0194132870128686	4	0.262167219160056	0.815092823808191	0.999961910957002	NA	8456
CXORF23	Other	0.0949080829021366	4	0.262204093954213	0.815147931359763	0.999961910957002	NA	8457
TAAR2	Nonessential	0.0544095191024017	4	0.262222944985345	0.815186290537817	0.999961910957002	NA	8458
HLA-F	Other	-0.0144628064917871	4	0.262249251661669	0.815229512146893	0.999961910957002	6308	NA
OR4D9	Nonessential	-0.149493185435286	4	0.262260098553167	0.815252203491658	0.999961910957002	6309	NA
ACAN	Other	0.0665859346223698	4	0.262297254534882	0.815313254014477	0.999961910957002	NA	8459
PDE4C	Other	0.0011826884869356	4	0.262315833430892	0.815344049410944	0.999961910957002	NA	8460
NDUFAF6	Other	0.0095994281102199	4	0.262371573739261	0.815452103433633	0.999961910957002	NA	8461
CLCA2	Other	0.107557945053241	4	0.26240873696156	0.815512073416225	0.999961910957002	NA	8462
SNX12	Other	-0.0390606459299006	4	0.262464486319637	0.815602298525171	0.999961910957002	6310	NA
ELOVL4	Other	0.126769544423591	4	0.262509361830132	0.815671453099692	0.999961910957002	NA	8463
FSCN3	Other	-0.127767018333412	4	0.262542815812511	0.815737366053532	0.999961910957002	6311	NA
OTULIN	Other	0.0967904208177605	4	0.262542815812511	0.815737366053532	0.999961910957002	NA	8464
TBX4	Other	-0.0379072201207812	4	0.26261317781465	0.815849742237129	0.999961910957002	6312	NA
GAST	Other	-0.123567825457474	4	0.262637080580313	0.81588594033473	0.999961910957002	6313	NA
FLYWCH2	Other	0.00157809312589896	4	0.262668947076079	0.815942668696642	0.999961910957002	NA	8465
NCALD	Other	-0.0159601773346715	4	0.262678329761062	0.81596752112186	0.999961910957002	6314	NA
FABP4	Other	0.0463641018029963	4	0.262687538035865	0.815978866794242	0.999961910957002	NA	8466
EDN1	Other	0.109380434590314	4	0.262700916817604	0.815996695707986	0.999961910957002	NA	8467
SLITRK5	Other	0.0368933793098385	4	0.2627061295986	0.816008041380369	0.999961910957002	NA	8468
REN	Other	-0.0257998467942947	4	0.262722217197298	0.816035054886041	0.999961910957002	6315	NA
DEFB116	Other	0.0405581757095206	4	0.262724721764262	0.816039917317062	0.999961910957002	NA	8469
LRP5L	Other	-0.0317648407856265	4	0.262743314532829	0.81607719595489	0.999961910957002	6316	NA
ICAM1	Other	0.107860337350971	4	0.262849908299138	0.816255485092327	0.999961910957002	NA	8470
IRF4	Other	0.123551294939053	4	0.26285903739164	0.816270612655503	0.999961910957002	NA	8471
FBXO36	Other	0.102772796659252	4	0.262873480792198	0.816290602649701	0.999961910957002	NA	8472
HLA-DMA	Other	0.138052240129734	4	0.262910676576856	0.816360297494335	0.999961910957002	NA	8473
GPIHBP1	Other	0.0656498844697203	4	0.262926809336341	0.816378666678192	0.999961910957002	NA	8474
GPR20	Other	0.012321035351729	4	0.263020137299699	0.816554794735176	0.999961910957002	NA	8475
C16ORF91	Other	-0.0560486427672757	4	0.263022278394334	0.816559116896083	0.999961910957002	6317	NA
CSRP2	Other	0.0883052055866133	4	0.263040880806268	0.816581808240848	0.999961910957002	NA	8476
PPAPDC1A	Other	0.0109845187749278	4	0.263040880806268	0.816581808240848	0.999961910957002	NA	8477
CAV1	Other	0.0951830415508021	4	0.263062689942713	0.816620167418903	0.999961910957002	NA	8478
RAB11FIP1	Other	0.0503619639214675	4	0.263096691657079	0.816676895780815	0.999961910957002	NA	8479
DTNA	Other	0.148630511149766	4	0.263115296478942	0.816715795228983	0.999961910957002	NA	8480
ADRB1	Other	0.155975853551942	4	0.263147789700563	0.816790352504638	0.999961910957002	NA	8481
NDUFA12	Other	0.0642721180526144	4	0.263189721790421	0.816849241947004	0.999961910957002	NA	8482
ZNF845	Other	-0.0033155479368503	4	0.263288320255623	0.817017806222399	0.999961910957002	6318	NA
GK5	Other	-0.0432399176255862	4	0.263506136863149	0.817376005307614	0.999961910957002	6319	NA
TRIM71	Other	0.0228341620174852	4	0.263506136863149	0.817376005307614	0.999961910957002	NA	8483
RPE65	Nonessential	-0.0959498347105454	4	0.263617854311188	0.817567801197887	0.999961910957002	6320	NA
GRIK3	Other	0.118392234458932	4	0.263627329167548	0.817576985789816	0.999961910957002	NA	8484
NFKBIZ	Other	0.0328460575529382	4	0.263658233481008	0.817634794691954	0.999961910957002	NA	8485
SERPINB13	Other	0.0802686773900793	4	0.263673721159926	0.817655324956265	0.999961910957002	NA	8486
MSH6	Other	-0.0031770260264695	4	0.263695141661259	0.817689361973412	0.999961910957002	6321	NA
KCNK10	Nonessential	0.0909968220646348	4	0.263717746618355	0.817736365473282	0.999961910957002	NA	8487
IDH3A	Other	0.0569420818922509	4	0.263729593424318	0.81775959708816	0.999961910957002	NA	8488
MYO15A	Other	0.027797791556744	4	0.263785471103746	0.817831453013249	0.999961910957002	NA	8489
GCNT1	Other	0.078115721659425	4	0.263804098200123	0.817871433001644	0.999961910957002	NA	8490
LAPTM4A	Other	-0.0557739306009615	4	0.263804098200123	0.817871433001644	0.999961910957002	6322	NA
PTPRG	Other	0.00368743153770692	4	0.263921209050064	0.818052963759761	0.999961910957002	NA	8491
TMEM159	Other	0.106823610879933	4	0.263953136626062	0.818101588069971	0.999961910957002	NA	8492
PTDSS1	Other	0.0555879663291512	4	0.263990402246962	0.818171823184719	0.999961910957002	NA	8493
CT47B1	Other	0.00712297073950467	4	0.264027670273262	0.818232873707539	0.999961910957002	NA	8494
PAK3	Other	0.01285737345203	4	0.264120850861427	0.818396575551913	0.999961910957002	NA	8495
TMEM176A	Other	0.134554330262479	4	0.26416992885514	0.818474374448249	0.999961910957002	NA	8496
BNC1	Other	-0.0136623655467474	4	0.264214046479321	0.818547851183678	0.999961910957002	6323	NA
OR2C1	Nonessential	-0.0101644830057305	4	0.26425132893416	0.818609982246724	0.999961910957002	6324	NA
HP	Other	0.0740422101548762	4	0.264253415987457	0.818614304407632	0.999961910957002	NA	8497
IGLL1	Other	0.126021099361212	4	0.264260384266994	0.818620787648993	0.999961910957002	NA	8498
SPTB	Other	0.0850589901911905	4	0.26445642540438	0.81897628538364	0.999961910957002	NA	8499
HDAC2	Other	-0.0201567594620327	4	0.26445642540438	0.81897628538364	0.999961910957002	6325	NA
IFI44	Other	-0.0367871936500298	4	0.264512373422925	0.819082178325876	0.999961910957002	6326	NA
SERPIND1	Other	-0.0604391893288625	4	0.264531023963884	0.819121077774044	0.999961910957002	6327	NA
TCF7L2	Other	0.0333255309970112	4	0.264549675105526	0.819144309388922	0.999961910957002	NA	8500
OR9Q2	Nonessential	-0.102970238497687	4	0.264550871899348	0.819146470469376	0.999961910957002	6328	NA
SATB1	Other	-0.0226094767942388	4	0.26458697919077	0.819220487474918	0.999961910957002	6329	NA
MT1H	Other	-0.0211377451743545	4	0.264635842734006	0.819283158808078	0.999961910957002	6330	NA
UBAC2	Other	0.114240442309247	4	0.264644890117119	0.819302608532162	0.999961910957002	NA	8501
FGF5	Other	0.0491637280918277	4	0.264661594568449	0.81932746095738	0.999961910957002	NA	8502
PRRC2C	Other	-0.00365286680832333	4	0.264680249914233	0.819360957704414	0.999961910957002	6331	NA
UCP1	Other	0.130389607777699	4	0.264680249914233	0.819360957704414	0.999961910957002	NA	8503
ASCL5	Other	-0.0648251810864864	4	0.264717562407276	0.819420387416893	0.999961910957002	6332	NA
KCTD11	Other	-0.113507152614301	4	0.264735378609711	0.819453884163927	0.999961910957002	6333	NA
ACSM6	Other	0.113776383115717	4	0.26475800171535	0.819495484962662	0.999961910957002	NA	8504
MARCH4	Other	-0.00240131359531269	4	0.264810854147416	0.819583548991154	0.999961910957002	6334	NA
TRABD2A	Other	0.0419894294558297	4	0.264848175046002	0.819657025726582	0.999961910957002	NA	8505
OR4K5	Other	0.0427356302247074	4	0.264848237608002	0.819657025726582	0.999961910957002	NA	8506
VPS53	Other	-0.104421752376905	4	0.264848498065723	0.819657025726582	0.999961910957002	6335	NA
TMED6	Other	0.124375786906719	4	0.264890711061058	0.819716455439061	0.999961910957002	NA	8507
PRR13	Other	-0.00936289880726078	4	0.264904160896014	0.819745630025187	0.999961910957002	6336	NA
LIMK2	Other	0.157052530811803	4	0.264916374450711	0.8197742643412	0.999961910957002	NA	8508
PGBD4	Other	-0.0191477725128602	4	0.264922824046495	0.819781287852675	0.999961910957002	6337	NA
FAT1	Other	0.0604474777155242	4	0.264978817099047	0.819872593501847	0.999961910957002	NA	8509
MVP	Other	0.00714430165900213	4	0.264997482650189	0.819907170789108	0.999961910957002	NA	8510
DMKN	Other	-0.0506244795611077	4	0.265006881789971	0.81991851646149	0.999961910957002	6338	NA
ZNF326	Other	0.0246302508646763	4	0.265034815552776	0.819974704553288	0.999961910957002	NA	8511
MARCO	Other	-0.0430284643111723	4	0.265128158309917	0.820133003696528	0.999961910957002	6339	NA
RILP	Other	0.080366692858437	4	0.265142654559452	0.820157315851633	0.999961910957002	NA	8512
GABRG2	Other	0.0633308694456646	4	0.265146828661276	0.820163799092995	0.999961910957002	NA	8513
PLSCR2	Other	-0.0327000093391268	4	0.265184171163742	0.820225930156041	0.999961910957002	6340	NA
C12ORF77	Other	-0.088121211917508	4	0.26521054623228	0.820264829604209	0.999961910957002	6341	NA
HIST2H2AB	Other	0.115851633086847	4	0.265255809304739	0.820356675523495	0.999961910957002	NA	8514
PKP2	Other	0.0886515717701887	4	0.265258863367013	0.820360997684402	0.999961910957002	NA	8515
DMRTA2	Other	-0.0889900652534175	4	0.265301073942325	0.820424209287675	0.999961910957002	6342	NA
DUS2	Other	0.0105160253031124	4	0.26533356516684	0.820473373867999	0.999961910957002	NA	8516
ZSWIM2	Nonessential	0.105721570291965	4	0.265391607910591	0.820576565459667	0.999961910957002	NA	8517
ZNF521	Other	-0.075965775145787	4	0.265408276561743	0.82060357896534	0.999961910957002	6343	NA
CCDC157	Other	0.06973473420417	4	0.265485146180048	0.820735945143134	0.999961910957002	NA	8518
MLIP	Other	0.00596233592533082	4	0.265504784164584	0.820775384861415	0.999961910957002	NA	8519
ANO2	Other	0.0738249578002229	4	0.265520361641633	0.820798616476293	0.999961910957002	NA	8520
ZDHHC3	Other	0.0752638842926052	4	0.265595097017758	0.820909912119663	0.999961910957002	NA	8521
SLMAP	Other	-0.0822761772554502	4	0.265632468302125	0.820980147234411	0.999961910957002	6344	NA
ADIRF	Other	0.10136429162055	4	0.265651154843303	0.821017966142353	0.999961910957002	NA	8522
ZKSCAN4	Other	0.0517743623948945	4	0.265688529723535	0.821081718015739	0.999961910957002	NA	8523
IFIT3	Other	0.0298170087305119	4	0.265744596538222	0.821182748526953	0.999961910957002	NA	8524
TSC22D4	Other	-0.0145710936171397	4	0.265776446987789	0.821238396348638	0.999961910957002	6345	NA
SEMA4D	Other	0.0893464770095578	4	0.26577644698779	0.821238396348638	0.999961910957002	NA	8525
GPR149	Other	-0.0636279193919214	4	0.265867013736751	0.821395074681538	0.999961910957002	6346	NA
MAGED4	Other	0.0757928743967836	4	0.265894134406428	0.821437215750387	0.999961910957002	NA	8526
MAGED4B	Other	0.0757928743967836	4	0.265894134406428	0.821437215750387	0.999961910957002	NA	8527
MUC15	Other	0.00103202352745727	4	0.265968917717229	0.821563098686819	0.999961910957002	NA	8528
C2CD2	Other	0.160524692657247	4	0.266036798774988	0.821673854060076	0.999961910957002	NA	8529
CHI3L2	Other	-0.0173139687634755	4	0.266048165919112	0.821690062163479	0.999961910957002	6347	NA
NGLY1	Other	0.134153052786413	4	0.266062410330929	0.821718156209378	0.999961910957002	NA	8530
CREBRF	Other	0.0303385666591857	4	0.266079220715343	0.821750032146072	0.999961910957002	NA	8531
G6PC2	Other	-0.0775921747235549	4	0.266099811568097	0.821794334295374	0.999961910957002	6348	NA
PXDC1	Other	0.0998089003987458	4	0.266137215200239	0.821849982117059	0.999961910957002	NA	8532
ANKRA2	Other	0.00439893708328752	4	0.266249440464643	0.822033673955631	0.999961910957002	NA	8533
PTGES	Other	0.028845048407271	4	0.266286853674819	0.822106610420946	0.999961910957002	NA	8534
NCCRP1	Other	0.0170409102431667	4	0.266305561177685	0.822136865547299	0.999961910957002	NA	8535
NYAP1	Other	0.106130444059401	4	0.266333713740994	0.822183869047169	0.999961910957002	NA	8536
PCDH9	Other	0.123196897064232	4	0.266417818762312	0.822330822518026	0.999961910957002	NA	8537
SLC37A3	Other	0.0422362895277484	4	0.266436530454105	0.822357295753585	0.999961910957002	NA	8538
UMOD	Nonessential	0.0098353847960512	4	0.266473955632643	0.822409161684476	0.999961910957002	NA	8539
HDHD3	Other	0.0897651662802205	4	0.266478502008113	0.822422128167199	0.999961910957002	NA	8540
C21ORF58	Other	-0.0597630240629149	4	0.266492669119342	0.822453463833778	0.999961910957002	6349	NA
DEFB126	Nonessential	0.0954395039763906	4	0.266588140575254	0.822599336764409	0.999961910957002	NA	8541
FMN1	Other	0.0978219858385097	4	0.266623680276085	0.822667951068816	0.999961910957002	NA	8542
METTL18	Other	0.0557119235883852	4	0.266642398548177	0.822693343764148	0.999961910957002	NA	8543
PIK3R1	Other	0.0511969844215834	4	0.266659738021374	0.822709551867552	0.999961910957002	NA	8544
ZBTB4	Other	0.00215994518164297	4	0.266773023104873	0.822898106137144	0.999961910957002	NA	8545
NCK2	Other	-0.0451951680107679	4	0.266773023104874	0.822898106137144	0.999961910957002	6350	NA
SETMAR	Other	0.0613238566823173	4	0.266792166253455	0.822923498832476	0.999961910957002	NA	8546
KALRN	Other	-0.0106254721305822	4	0.266829614159072	0.822993733947224	0.999961910957002	6351	NA
FAM212B	Other	0.0361877078682241	4	0.266848339008647	0.823024529343691	0.999961910957002	NA	8547
SLC8A2	Other	0.0794874579020612	4	0.266867064456036	0.823052083119476	0.999961910957002	NA	8548
SSTR1	Other	0.0465326480459798	4	0.266931638452862	0.823161217682392	0.999961910957002	NA	8549
ZBTB22	Other	0.0614678283411183	4	0.266954299332872	0.823204439291468	0.999961910957002	NA	8550
C17ORF47	Other	0.03230827932329	4	0.267022284288209	0.823316815475065	0.999961910957002	NA	8551
EXTL2	Other	-0.12404744689032	4	0.267067609520477	0.823387050589813	0.999961910957002	6352	NA
ZNF782	Other	-0.0268322886656443	4	0.267073083826333	0.823404339233443	0.999961910957002	6353	NA
CPA3	Other	0.117325780999528	4	0.26709027271501	0.823431352739115	0.999961910957002	NA	8552
CCDC134	Other	0.121563893596536	4	0.267110549662508	0.823467550836716	0.999961910957002	NA	8553
OSBPL11	Other	0.031072131621609	4	0.26714801788863	0.823542648382485	0.999961910957002	NA	8554
GFM2	Other	-0.0541499603957109	4	0.267158264611353	0.823563178646796	0.999961910957002	6354	NA
SPRY2	Other	0.158118611599398	4	0.267181545842041	0.82359829620417	0.999961910957002	NA	8555
TRNP1	Other	-0.00255907786351406	4	0.267248925866883	0.823710672387767	0.999961910957002	6355	NA
CCDC13	Other	-0.0255663585270039	4	0.267260436904823	0.823731742922191	0.999961910957002	6356	NA
MFSD8	Other	0.0452059503396116	4	0.267266288618218	0.823743628864687	0.999961910957002	NA	8556
TAS2R20	Other	-3.55189151029969e-05	4	0.267271592143459	0.82375821615775	0.999961910957002	6357	NA
KIAA1211L	Other	0.0597373110426596	4	0.26727917549821	0.823775504801381	0.999961910957002	NA	8557
RNASE7	Other	-0.0423611677135966	4	0.26731665447679	0.823825749921931	0.999961910957002	6358	NA
ZMYM4	Other	0.0808200543775542	4	0.267335394861938	0.823865729910326	0.999961910957002	NA	8558
IFNLR1	Other	-0.0186007443720532	4	0.26733959328251	0.823877615852822	0.999961910957002	6359	NA
FAM151A	Other	-0.0345744044156633	4	0.267354135844293	0.823896525306792	0.999961910957002	6360	NA
CLCA4	Other	0.00569213212839607	4	0.267362261098398	0.823908411249288	0.999961910957002	NA	8559
RAB28	Other	0.14913291384372	4	0.267372877423831	0.823925159622805	0.999961910957002	NA	8560
LRRC4B	Other	0.0757337952915587	4	0.26739338900151	0.823970542312334	0.999961910957002	NA	8561
OR4C11	Nonessential	0.0268516795242641	4	0.267410362374366	0.823994314197326	0.999961910957002	NA	8562
NEIL1	Other	0.10981963242336	4	0.267447849713355	0.824064009041961	0.999961910957002	NA	8563
C6ORF120	Other	0.118886264002664	4	0.267485339440612	0.824118576323419	0.999961910957002	NA	8564
RIC8B	Other	0.105431423217339	4	0.26759782295012	0.824335224638911	0.999961910957002	NA	8565
HMGA1	Other	-0.0181484142867469	4	0.267616572290921	0.824367640845717	0.999961910957002	6361	NA
ODF2L	Other	0.018328468924424	4	0.267616572290921	0.824367640845717	0.999961910957002	NA	8566
SLC2A6	Other	0.0240506962330901	4	0.267672823894369	0.824456785414436	0.999961910957002	NA	8567
CCDC28B	Other	-0.0193213440532912	4	0.267729080868895	0.824551872954402	0.999961910957002	6362	NA
LEMD1	Other	0.00806873358348013	4	0.267774590941768	0.824622648339264	0.999961910957002	NA	8568
TAB1	Other	0.0446177638716032	4	0.267793022602613	0.824657765896638	0.999961910957002	NA	8569
PDXDC1	Other	-0.122056166897892	4	0.267816937527982	0.824684239132197	0.999961910957002	6363	NA
STYX	Other	0.0361067901815386	4	0.267841610928651	0.824723678850478	0.999961910957002	NA	8570
ALDH3B2	Other	-0.02721662907406	4	0.26802920875181	0.825050001998999	0.999961910957002	6364	NA
RAI14	Other	0.118456959918066	4	0.268113312204334	0.825194254119289	0.999961910957002	NA	8571
KCNJ9	Other	-0.0625629169513302	4	0.268160562711736	0.825276915446647	0.999961910957002	6365	NA
C18ORF63	Other	0.0328553659326766	4	0.268235635233827	0.825416305135916	0.999961910957002	NA	8572
FZD7	Other	0.150794942256892	4	0.268235635233827	0.825416305135916	0.999961910957002	NA	8573
C20ORF96	Other	-0.0972036360632427	4	0.268240302375432	0.825421167566937	0.999961910957002	6366	NA
TMPPE	Other	0.0848070884565875	4	0.268269288388172	0.825478436198962	0.999961910957002	NA	8574
MARCH5	Other	-0.0505326470504094	4	0.268291945884356	0.82551733564713	0.999961910957002	6367	NA
HSPB8	Other	0.0295226699392652	4	0.268329489298147	0.825592433192899	0.999961910957002	NA	8575
R3HCC1L	Other	-0.0142157526960706	4	0.268348261899003	0.825624849399706	0.999961910957002	6368	NA
POM121L2	Other	0.0924828813296464	4	0.268404583277136	0.825708050997177	0.999961910957002	NA	8576
ADAMTS16	Other	0.0875293986505568	4	0.268451915936121	0.825790712324534	0.999961910957002	NA	8577
LPGAT1	Other	0.0232153923230787	4	0.26846091001812	0.825807460698051	0.999961910957002	NA	8578
PLA2G1B	Other	0.0904131246483018	4	0.268517242121321	0.825893363646088	0.999961910957002	NA	8579
RBM47	Other	-0.00736218666207198	4	0.268536020680549	0.825930102013803	0.999961910957002	6369	NA
MCTP1	Other	-0.135619549699795	4	0.26853654850807	0.825930642283916	0.999961910957002	6370	NA
GNRHR	Other	0.0424085846886612	4	0.268592359932387	0.826032213065244	0.999961910957002	NA	8580
PTGIS	Other	-0.0438926710823913	4	0.268629922411838	0.826077595754774	0.999961910957002	6371	NA
KLLN	Other	-0.0300756662464741	4	0.268700340630991	0.826196995449845	0.999961910957002	6372	NA
DRD3	Nonessential	-0.0393105636401775	4	0.268705054517638	0.82620401896132	0.999961910957002	6373	NA
ZNF582	Other	0.145614938818844	4	0.268798983048381	0.826375284587282	0.999961910957002	NA	8581
CISH	Other	0.018282193780365	4	0.268817770540759	0.826404459173408	0.999961910957002	NA	8582
LMX1A	Other	0.121021346098927	4	0.268832704682227	0.82642661024806	0.999961910957002	NA	8583
PLEKHO1	Other	0.117632565286848	4	0.268836558628493	0.826431472679081	0.999961910957002	NA	8584
PACS1	Other	0.00891968232554008	4	0.268875005364619	0.826507650765076	0.999961910957002	NA	8585
LBP	Other	0.0392382356140905	4	0.268892926463592	0.826535204540862	0.999961910957002	NA	8586
RAMP1	Other	0.0103729839679647	4	0.268911716932511	0.826571402638463	0.999961910957002	NA	8587
HIST1H1D	Other	-0.0136929369444629	4	0.268930507996668	0.826602738305043	0.999961910957002	6374	NA
UAP1L1	Other	0.0320165615888401	4	0.269005678205201	0.82671673529898	0.999961910957002	NA	8588
OTX1	Other	-0.0583765939056582	4	0.269024472245193	0.826748611235673	0.999961910957002	6375	NA
ZNF114	Other	0.0224816252464302	4	0.269156047186509	0.82697228306264	0.999961910957002	NA	8589
GPHN	Other	-0.0035897316058813	4	0.269199625306638	0.82705062222909	0.999961910957002	6376	NA
IL6ST	Other	-0.0394431483835019	4	0.269231245956268	0.827103568700207	0.999961910957002	6377	NA
SMTN	Other	-0.042154070336674	4	0.269267723805847	0.827168401113821	0.999961910957002	6378	NA
GPR18	Other	0.0210909158480633	4	0.269344061955544	0.827316975395018	0.999961910957002	NA	8590
FANCD2	Other	0.0212517175162861	4	0.269381228877128	0.827383968889086	0.999961910957002	NA	8591
CST8	Nonessential	-0.0487611553038257	4	0.269426633554393	0.827458526164741	0.999961910957002	6379	NA
LGALS8	Other	0.108558292703206	4	0.269467022218694	0.827528761279489	0.999961910957002	NA	8592
ALDH3A1	Other	0.0210106857153799	4	0.269494516589974	0.827584409101174	0.999961910957002	NA	8593
LILRA2	Other	0.133648820178661	4	0.269509295374722	0.827624929359683	0.999961910957002	NA	8594
P2RX7	Other	0.00935126996824305	4	0.269513326094805	0.827632493141271	0.999961910957002	NA	8595
TBRG1	Other	0.0306140810109978	4	0.26954015186447	0.827670312049212	0.999961910957002	NA	8596
TMPRSS9	Other	0.125366936033098	4	0.269588570058724	0.827751892836342	0.999961910957002	NA	8597
ARL13A	Other	0.0217198082171313	4	0.269720269878628	0.827980967364443	0.999961910957002	NA	8598
PGLYRP2	Nonessential	0.0149932418884238	4	0.269720269878628	0.827980967364443	0.999961910957002	NA	8599
RALBP1	Other	0.0823449634350491	4	0.269789925382785	0.828101447599742	0.999961910957002	NA	8600
