Gene	Category	CCK
RBM48	Other	-0.266831056831194
RBM4B	Other	-0.190012243210849
RBM5	Other	-0.123200648091163
RBM6	Other	-0.03827318589387
RBM7	Other	0.0576442334878015
RBM8A	Other	-0.858616230423472
RBMS1	Other	-0.234649120218129
RBMS2	Other	0.0783100042960765
RBMS3	Other	0.129487277019321
RBMX	Other	-0.113566186662169
RBMX2	Other	-0.136313354528938
RBMXL1	Other	-0.0630810737786635
RBMXL2	Nonessential	0.112875421764207
RBMXL3	Other	0.0708374057698588
RBMY1A1	Nonessential	0.182460317590238
RBMY1B	Nonessential	0.182460317590238
RBMY1D	Nonessential	0.182460317590238
RBMY1E	Nonessential	0.182460317590238
RBMY1F	Nonessential	0.1378063667376
RBMY1J	Nonessential	0.1378063667376
RBP1	Other	0.127497898890484
RBP2	Other	-0.0215653800728152
RBP3	Nonessential	-0.0305867531807962
RBP4	Other	0.0452153088394387
RBP5	Other	0.104151367229805
RBP7	Other	0.0354131544521664
RBPJ	Other	-0.0489908445676973
RBPJL	Nonessential	-0.0720769282484178
RBPMS	Other	0.0584721665528038
RBPMS2	Other	0.0766738134777205
RBSN	Other	0.0393847870813753
RBX1	Other	-0.293662394174585
RC3H1	Other	-0.071668249008846
RC3H2	Other	0.0478663747421314
RCAN1	Other	-0.00415850269062414
RCAN2	Other	-0.0925148981562914
RCAN3	Other	-0.0107514173268119
RCBTB1	Other	0.137289640379209
RCBTB2	Other	-0.0341427591244736
RCC1	Other	0.0714061146720786
RCC2	Other	-0.102752120205478
RCCD1	Other	0.185497036642356
RCE1	Other	-0.0270752765446786
RCHY1	Other	-0.106550846671306
RCL1	Other	-0.0809894517505091
RCN1	Other	0.0631448963282392
RCN2	Other	0.0858686651006265
RCN3	Other	0.000975175576617542
RCOR1	Other	0.155905150114312
RCOR2	Other	0.00843914230528428
RCOR3	Other	-0.171152497701936
RCSD1	Other	0.0334575302320451
RCVRN	Other	0.195847603318166
RD3	Nonessential	0.161882575916666
RD3L	Other	0.155898422231235
RDH10	Other	-0.00875548260508049
RDH11	Other	0.00127128797642575
RDH12	Other	0.278910537830925
RDH13	Other	0.0150494700418549
RDH14	Other	0.0108355226840049
RDH16	Other	0.0720101397523573
RDH5	Other	-0.0243613864092366
RDH8	Nonessential	0.132894714478565
RDM1	Other	-0.19149193131547
RDX	Other	-0.144859845852328
REC114	Other	0.0425627564253918
REC8	Other	-0.171422808912851
RECK	Other	0.101556782432271
RECQL	Other	-0.0389072895795687
RECQL5	Other	-0.055646519629918
REEP1	Other	-0.277915826877138
REEP2	Other	-0.191594798874
REEP3	Other	0.10325443914459
REEP4	Other	0.129563053653047
REEP5	Other	0.0849850988821275
REEP6	Other	-0.0399887442228571
REG1A	Other	-0.0408339759262921
REG1B	Other	0.0930201304572024
REG3A	Nonessential	-0.0471115655526403
REG3G	Other	0.0411225042533326
REG4	Other	0.0883760816459899
REL	Other	0.0500557220146805
RELA	Other	-0.346482294809863
RELB	Other	0.153101826324801
RELL1	Other	0.0863708301249544
RELL2	Other	-0.0114989690342628
RELN	Other	0.0559845568486355
RELT	Other	-0.0593453333513276
REM1	Other	-0.0256249357808824
REM2	Other	-0.0483353572019102
REN	Other	-0.275099683945851
RENBP	Other	0.039216626693241
REP15	Other	0.0137015142996323
REPIN1	Other	-0.097518421914223
REPS1	Other	0.00043049026883792
REPS2	Other	0.0701477359345452
RER1	Other	-0.153259359388181
RERE	Other	0.0202621629005774
RERG	Other	0.0380995466336555
RERGL	Other	0.00181730986374508
RESP18	Nonessential	0.254129192413753
REST	Other	-0.189349434730502
RET	Other	0.0165859347067052
RETN	Other	0.20050771495256
RETNLB	Nonessential	-0.218812788021807
RETSAT	Other	-0.212400582890397
REV1	Other	0.127457027716019
REV3L	Other	-0.0265437758475269
REXO1	Other	0.102117638556385
REXO2	Other	-0.214365196451962
REXO4	Other	-0.0304426513011207
RFC1	Other	-0.00200713944038638
RFC2	Other	-0.28200077835837
RFC3	Other	-0.422472398613808
RFC4	Other	0.00365889442360431
RFC5	Other	0.0676049256457624
RFESD	Other	0.101168891917045
RFFL	Other	-0.0787447230545523
RFK	Other	-0.0492063272066389
RFNG	Other	0.112492888215181
RFPL1	Other	0.0185821504176762
RFPL2	Other	0.0189041681543865
RFPL3	Nonessential	0.105396164425624
RFPL4AL1	Other	0.0734481603838799
RFPL4B	Nonessential	0.0192067005919151
RFTN1	Other	0.0131695886423404
RFTN2	Other	0.0788138321511403
RFWD2	Other	-0.342259093350193
RFWD3	Other	-0.0212552319000661
RFX1	Other	0.0769531090919222
RFX2	Other	0.0699499975269505
RFX3	Other	0.162499060767434
RFX4	Other	-0.0307878688763216
RFX5	Other	-0.253707102709221
RFX6	Nonessential	0.00122991343460125
RFX8	Other	-0.119691107676224
RFXANK	Other	0.00148690334377599
RFXAP	Other	-0.285042985500588
RGAG1	Other	0.0762512156095199
RGAG4	Other	-0.00118365048912694
RGCC	Other	0.0160186028618893
RGL1	Other	0.185060256641757
RGL2	Other	0.273193078213455
RGL3	Other	0.221649005493039
RGL4	Other	0.059274620676713
RGMA	Other	0.0966039069165299
RGMB	Other	-0.079159096536197
RGN	Other	-0.0217725258960927
RGP1	Other	-0.330814731638199
RGPD1	Other	-0.481174932190493
RGPD2	Other	0.0218249406193898
RGPD3	Other	-0.419216390109008
RGPD4	Other	-0.139815616961953
RGPD5	Other	-0.753662205024033
RGPD6	Other	-0.753662205024033
RGPD8	Other	-0.884595867708681
RGR	Other	0.174369044237234
RGS1	Other	0.0297310556853662
RGS10	Other	0.00381214785616629
RGS11	Other	-0.024821544146138
RGS12	Other	-0.208263962678316
RGS13	Other	-0.167346162489269
RGS14	Other	0.0849339348198375
RGS16	Other	0.0707103184816885
RGS17	Other	0.103816770965284
RGS18	Other	0.0192925105257751
RGS19	Other	0.154376456996291
RGS2	Other	-0.0567016772201688
RGS20	Other	0.148192641822621
RGS21	Other	0.134569410524531
RGS22	Other	0.0629818354072761
RGS3	Other	0.184396357034229
RGS4	Other	0.172150809285938
RGS5	Other	0.0488748115905245
RGS6	Other	0.0780261799263875
RGS7	Other	-0.0132550667312954
RGS7BP	Other	0.1144544753552
RGS8	Other	-0.0218706905291871
RGS9	Other	-0.0667299935096827
RGS9BP	Other	-0.0605565513460597
RGSL1	Other	-0.0421865252935571
RHAG	Other	0.0647934125836713
RHBDD1	Other	-0.00789299170529645
RHBDD2	Other	-0.0477802513321512
RHBDD3	Other	-0.0269958251751092
RHBDF1	Other	-0.0298471582343429
RHBDF2	Other	0.0446809127352451
RHBDL1	Other	-0.0281736666929275
RHBDL2	Other	0.215580349775153
RHBDL3	Other	-0.140096535585508
RHCE	Other	0.123723332054521
RHCG	Other	-0.0552814322498353
RHD	Other	0.265872258082191
RHEB	Other	0.025046651160957
RHEBL1	Other	0.0250301297826897
RHNO1	Other	0.0156371065317802
RHO	Nonessential	0.0630449438377737
RHOA	Other	0.000912856573223588
RHOB	Other	0.0515230148181257
RHOBTB1	Other	-0.129556921268374
RHOBTB2	Other	-0.0450819729566715
RHOBTB3	Other	0.0989412920898256
RHOC	Other	0.0122887086167378
RHOD	Other	-0.356565352562307
RHOF	Other	-0.265159664945751
RHOG	Other	-0.0035446948935193
RHOH	Other	-0.042873448298525
RHOJ	Other	0.0580531903928598
RHOQ	Other	-0.381338805937351
RHOT1	Other	-0.107116326821692
RHOT2	Other	-0.165870660459366
RHOU	Other	0.0992937713541718
RHOV	Other	-0.0123487307409622
RHOXF1	Other	0.00457783768467233
RHOXF2	Nonessential	0.21684704275016
RHOXF2B	Other	0.176315035913296
RHPN1	Other	-0.144584581832643
RHPN2	Other	0.0614388867945711
RIBC1	Other	0.165346995583953
RIC1	Other	-0.172550928374157
RIC3	Other	0.0055399488958157
RIC8A	Other	0.130920388355921
RIC8B	Other	0.117634087862964
RICTOR	Other	0.00189317581387601
RIF1	Other	-0.165481405430419
RIIAD1	Other	-0.0600577159467585
RILP	Other	-0.00727424252101379
RILPL1	Other	-0.0381808341908467
RILPL2	Essential	-0.0375138850408463
RIMBP2	Other	0.089865486909553
RIMBP3	Other	-0.0158422632919542
RIMBP3B	Other	-0.249355731829321
RIMBP3C	Other	-0.249355731829321
RIMKLA	Other	-0.032905362604398
RIMKLB	Other	-0.136797300861338
RIMS1	Other	0.0653365519008704
RIMS2	Other	-0.0195704002658702
RIMS3	Other	0.220434398469984
RIMS4	Other	0.0392258825918714
RIN1	Other	-0.139840179554192
RIN2	Other	0.0161131611880919
RIN3	Other	-0.0787526734674275
RING1	Other	0.0203893919060064
RINL	Other	0.090847523962956
RINT1	Other	-0.0330856988973425
RIOK1	Other	-0.213715790470026
RIOK2	Other	-0.401846180582708
RIOK3	Other	0.0997280501572434
RIPK1	Other	0.0715949473770412
RIPK2	Other	-0.214207488243638
RIPK3	Other	0.0437803396969879
RIPK4	Other	0.150561559705144
RIPPLY1	Other	0.200685218624311
RIPPLY2	Other	0.159289349443348
RIPPLY3	Other	0.10613774574309
RIT1	Other	-0.11930187221752
RIT2	Other	0.174207426044427
RITA1	Other	-0.0833548098319726
RLBP1	Other	0.0289189338319119
RLF	Other	0.15524923113763
RLIM	Other	0.0607188135622968
RLN1	Other	-0.172391826663399
RLN2	Other	-0.122386930037586
RLN3	Other	0.0873686732267837
RLTPR	Other	-0.120800096459395
RMDN1	Other	0.0921772874188049
RMDN2	Other	0.0904765419417239
RMDN3	Other	0.0827942620176481
RMI1	Other	0.0151809585941048
RMI2	Other	0.180507635562983
RMND1	Other	-0.0143528144378478
RMND5A	Other	-0.260141332260996
RMND5B	Other	0.0554353888135444
RNASE1	Other	-0.0533396739654207
RNASE10	Nonessential	-0.178632405458779
RNASE11	Nonessential	-0.0545243431684161
RNASE12	Nonessential	0.0366861376490007
RNASE13	Nonessential	-0.00298853630591075
RNASE2	Other	0.0501602765839436
RNASE3	Other	-0.0477844775897582
RNASE4	Other	0.0295170138765337
RNASE6	Other	-0.0218143200595173
RNASE7	Other	0.054545751943925
RNASE8	Nonessential	0.116493695354143
RNASE9	Nonessential	-0.0776572355048015
RNASEH1	Other	-0.0737897433021427
RNASEH2A	Other	0.0464664456508583
RNASEH2B	Other	-0.0602330153982505
RNASEH2C	Other	-0.124238322015716
RNASEK	Other	-0.0590314682246036
RNASEL	Other	0.0228692395347564
RNASET2	Other	-0.0960101840976733
RND1	Other	-0.0982035693948281
RND2	Nonessential	0.0970723293704772
RND3	Other	0.0288546040161691
RNF10	Other	0.0766554674704737
RNF103	Other	-0.208986543486628
RNF103-CHMP3	Other	-0.00870356224403742
RNF11	Other	-0.0863396228862046
RNF111	Other	0.0417973269400679
RNF112	Other	0.201457199653337
RNF113A	Other	-0.363176805003004
RNF113B	Nonessential	0.167287960533302
RNF114	Other	0.0663580835506424
RNF115	Other	-0.182335785345752
RNF121	Other	0.0989781707439675
RNF122	Other	0.103650222508837
RNF123	Other	-0.0904264424446846
RNF125	Other	0.0745072897983341
RNF126	Other	-0.174966590784409
RNF128	Other	0.0926897220958548
RNF13	Other	-0.0338267929283205
RNF130	Other	0.0350708179128702
RNF133	Other	0.0932377550371814
RNF135	Other	-0.0787384232317547
RNF138	Other	-0.180618152992857
RNF139	Other	-0.109236164660092
RNF14	Other	-0.150078169205581
RNF141	Other	-0.0391222281465634
RNF144A	Other	0.110745419777345
RNF144B	Other	0.0275140284623517
RNF145	Other	-0.429071269521637
RNF146	Other	-0.148892585258307
RNF148	Other	-0.079206815990243
RNF149	Other	-0.0207583408808223
RNF150	Other	0.158997035653261
RNF151	Other	-0.0714285252434905
RNF152	Other	0.0436976169822331
RNF157	Other	0.0180140526645562
RNF165	Other	0.105145338140974
RNF166	Other	0.0238760292868907
RNF167	Other	-0.0188748204817475
RNF168	Other	-0.43664126756827
RNF169	Other	-0.295786225626882
RNF17	Nonessential	-0.111851945210109
RNF170	Other	-0.083478570565973
RNF175	Other	0.0351682652804362
RNF180	Other	-0.073895123266266
RNF181	Other	-0.363213325933964
RNF182	Other	0.126778902820096
RNF183	Other	0.0834228556738295
RNF185	Other	0.00391261338841206
RNF186	Other	-0.0806220702136417
RNF19A	Other	-0.302301540210631
RNF19B	Other	-0.141840510860037
RNF2	Other	0.14841644117881
RNF20	Other	-0.027761190658985
RNF207	Other	0.11146270720945
RNF208	Other	0.168953963595507
RNF212	Other	0.0841180034790638
RNF212B	Other	-0.0813375600219556
RNF213	Other	0.222403645514747
RNF214	Other	-0.287973437936099
RNF215	Other	-0.0718360058925786
RNF216	Other	-0.0220027022202816
RNF217	Other	-0.0156990805445111
RNF219	Other	-0.0188643933354495
RNF220	Other	0.124500846957441
RNF222	Other	-0.0941863491399441
RNF223	Other	-0.0981450687975659
RNF224	Other	0.0128060972928488
RNF24	Other	0.132533452797966
RNF25	Other	0.132466292570349
RNF26	Other	-0.0951687849452204
RNF31	Other	-0.0630375115350794
RNF32	Other	-0.0654968905378731
RNF34	Other	-0.141141035053672
RNF38	Other	-0.0949986177022218
RNF39	Other	0.155543220207823
RNF4	Other	-0.25149065630158
RNF40	Other	-0.0485760171362034
RNF41	Other	-0.0154469323830256
RNF43	Other	0.047840313924662
RNF44	Other	-0.00228017372121954
RNF5	Other	-0.10162505787069
RNF6	Other	-0.312220348790846
RNF7	Other	0.0992999651260775
RNF8	Other	-0.122190775284434
RNFT1	Other	0.0344494604702474
RNFT2	Other	-0.0201928535412606
RNGTT	Other	-0.249604338014572
RNH1	Other	0.175475788566036
RNLS	Other	0.00631079857357042
RNMT	Other	0.0525228590569372
RNMTL1	Other	0.107372909621733
RNPC3	Other	-0.9802483179122
RNPEP	Other	-0.226753594143793
RNPS1	Other	-0.273200808156001
ROBO1	Other	0.0781324052844476
ROBO2	Other	-0.0233570910540886
ROBO3	Other	-0.0605476821547714
ROBO4	Other	-0.00095276079238434
ROCK1	Other	-0.00345748307542474
ROCK2	Other	0.000860888022176977
ROGDI	Other	0.145504991579977
ROM1	Other	0.0544699832223118
ROMO1	Other	-0.496741325324171
ROPN1	Other	-0.13393349348905
ROPN1B	Other	0.0286997064423016
ROPN1L	Other	0.105177606254229
ROR1	Other	0.228186826192966
ROR2	Other	-0.135130537527221
RORA	Other	-0.0247864409703832
RORB	Other	-0.0463425972960425
RORC	Other	0.115943095090854
ROS1	Other	0.164820386159635
RP1	Nonessential	-0.106230372245506
RP1L1	Nonessential	0.122701671012249
RP2	Other	0.137946777836279
RP9	Other	0.105254665383718
RPA1	Essential	-0.378186736806734
RPA2	Essential	-0.919737987476583
RPA3	Other	-0.0377361282873718
RPA4	Other	0.00787745452256341
RPAIN	Other	-0.513303875695973
RPAP1	Other	-0.291486553288723
RPAP2	Other	-0.0368401384165349
RPAP3	Other	-0.168091494523761
RPE	Other	-0.165733557093627
RPE65	Nonessential	-0.268043850131212
RPEL1	Other	0.0778665801442671
RPF1	Other	-0.236925114289171
RPF2	Other	-0.0454801765335954
RPGR	Other	0.000468927823014389
RPGRIP1	Other	0.00657639935956367
RPGRIP1L	Other	0.153590165476322
RPH3A	Other	0.156970669231274
RPH3AL	Other	0.213319043345689
RPIA	Other	-0.0137465943875385
RPL10	Essential	-0.211727351407877
RPL10A	Essential	-0.668206244096482
RPL10L	Other	-0.0812235040052269
RPL11	Essential	-0.448277496046483
RPL12	Essential	-1.20813824252645
RPL13	Essential	-0.582248918416895
RPL13A	Essential	-0.349637817061481
RPL14	Essential	-0.448492883143101
RPL15	Other	-0.549979534392438
RPL17	Other	-1.07476663571721
RPL17-C18ORF32	Other	-1.10483709548607
RPL18	Essential	-0.458216816499006
RPL18A	Essential	-0.220588178188192
RPL19	Essential	-0.851755531057707
RPL21	Other	-0.346607687151331
RPL22	Other	0.0378074110814603
RPL23	Other	-0.850216064186902
RPL23A	Essential	-0.715375619906249
RPL24	Essential	-0.418561330244363
RPL26	Essential	-0.400148741651867
RPL26L1	Other	-0.104078097523997
RPL27	Essential	-0.598376790610508
RPL27A	Other	-0.645283468405806
RPL28	Other	-0.0595047751201808
RPL29	Other	-0.584549267959237
RPL3	Essential	-0.435848075387888
RPL30	Essential	-0.228787082853707
RPL31	Essential	-0.831663636663713
RPL32	Essential	-0.620954423147249
RPL34	Essential	-0.304783691958321
RPL35	Essential	-0.786231646438746
RPL35A	Essential	-0.153741619251363
RPL36	Essential	-0.293980237354373
RPL36A	Other	-0.15635080947266
RPL36AL	Other	-0.148398477844953
RPL37	Essential	-1.20523576341844
RPL37A	Essential	-0.273448781886572
RPL38	Essential	-0.248397438001739
RPL39	Other	-0.212642645598476
RPL39L	Other	-0.0473560318873855
RPL3L	Other	0.118356916702294
RPL4	Essential	-0.938964754597071
RPL41	Other	-0.423325116512726
RPL5	Essential	-0.428575236800498
RPL6	Essential	-0.892615279342599
RPL7	Essential	-0.505478279315187
RPL7A	Essential	-0.742006687318652
RPL7L1	Other	-0.365133546033756
RPL8	Other	-0.507875428006474
RPL9	Other	-1.11338547498093
RPLP0	Essential	-0.565094742139144
RPLP1	Other	-0.403412942443228
RPLP2	Essential	-0.601863034918279
RPN1	Other	-0.184531464420882
RPN2	Essential	-0.297561893612089
RPP14	Other	-0.0960435343510766
RPP21	Other	-0.268111853651574
RPP25	Other	0.13900690982434
RPP25L	Other	-0.0597449594041284
RPP30	Other	-0.451386493953642
RPP38	Other	0.00832900938811598
RPP40	Other	-0.476828058304755
RPRD1A	Other	-0.19476263492897
RPRD1B	Other	-0.0470511216453183
RPRD2	Other	-0.119647330744899
RPRM	Other	0.0444183110282281
RPRML	Other	-0.0224615421045536
RPS10	Other	-0.498570945931458
RPS11	Essential	-0.765914030797426
RPS12	Other	-0.257234326691581
RPS13	Essential	-0.982176879721558
RPS14	Essential	-0.301975091783478
RPS15	Essential	-0.238109628876718
RPS15A	Essential	-0.192659595856039
RPS16	Other	-0.484291951044941
RPS17	Essential	-0.256807497331028
RPS18	Essential	-0.245898278442611
RPS19	Essential	-0.621109301143035
RPS19BP1	Other	-0.0570785802413211
RPS2	Other	-0.711000114210255
RPS20	Essential	-1.10256579245575
RPS21	Other	-0.0706527284678308
RPS23	Other	-0.389399587029586
RPS24	Essential	-0.482942681515312
RPS25	Other	-0.475533779833564
RPS26	Essential	-0.332912631499417
RPS27	Other	-0.638904033739345
RPS27A	Essential	-0.693200488876185
RPS27L	Other	-0.163562428174259
RPS28	Other	-0.791292535166609
RPS29	Other	-0.626792924408171
RPS3	Essential	-0.590153130771534
RPS3A	Essential	-1.17879856799461
RPS4X	Essential	-0.547525213763987
RPS4Y1	Other	0.109982074325801
RPS4Y2	Other	0.18425098363359
RPS5	Essential	-0.213362862010417
RPS6	Essential	-0.394629561677185
RPS6KA1	Other	-0.0365866631425421
RPS6KA2	Other	0.0132562253036012
RPS6KA3	Other	-0.107227191431868
RPS6KA4	Other	-0.142268362655003
RPS6KA5	Other	0.0872066438813726
RPS6KA6	Other	-0.110422189866618
RPS6KB1	Other	-0.0312708043191406
RPS6KB2	Other	0.0517189974258611
RPS6KC1	Other	-0.0941887546433387
RPS6KL1	Other	0.128816470577902
RPS7	Essential	-0.452690011522608
RPS8	Essential	-0.679304406705644
RPS9	Essential	-0.55358489092431
RPSA	Essential	-0.613181925180097
RPTN	Nonessential	0.00872702297932741
RPTOR	Other	-0.0300636604279909
RPUSD1	Other	-0.0803888027345155
RPUSD2	Other	-0.131088842998882
RPUSD3	Other	-0.078005220171407
RPUSD4	Other	-0.12844255232344
RQCD1	Other	-0.267231747662994
RRAD	Other	-0.23538142652742
RRAGA	Other	-0.208035051312215
RRAGB	Other	-0.00396823307941677
RRAGC	Other	-0.0269376513135253
RRAGD	Other	-0.102660075599434
RRAS	Other	0.11123046732758
RRAS2	Other	0.0945710824886959
RRBP1	Other	0.00899864435926862
RREB1	Other	-0.0209937194760907
RRH	Other	0.152572779704684
RRM1	Essential	-0.62655843232615
RRM2	Other	-0.952847459725664
RRM2B	Other	0.107101162039258
RRN3	Other	-0.552915766762907
RRNAD1	Other	-0.00748126566498907
RRP1	Other	0.0953753759099799
RRP12	Other	0.0350361807156016
RRP15	Other	-0.492426069102685
RRP1B	Other	0.106126211925502
RRP36	Other	-0.0546898457777006
RRP7A	Other	-0.157408347343831
RRP8	Other	0.0872398947327444
RRP9	Other	-0.0281360275242239
RRS1	Other	-0.459607877207368
RS1	Nonessential	0.041005655032878
RSAD1	Other	-0.348918905902008
RSAD2	Other	-0.0652574556085527
RSBN1	Other	0.0030196543742453
RSBN1L	Other	0.0754493521042675
RSC1A1	Other	-0.0055844549447188
RSF1	Other	0.208613672433868
RSG1	Other	-0.138678044173409
RSL1D1	Other	-0.183780951714046
RSL24D1	Other	-0.356403722589471
RSPH1	Other	0.0359596623166023
RSPH10B	Other	-0.092052990659795
RSPH10B2	Other	-0.168759215139397
RSPH14	Other	-0.0433003420492393
RSPH3	Other	0.000257843864503971
RSPH4A	Other	0.171379303356703
RSPH6A	Other	0.0172637473408348
RSPH9	Other	-0.0556900067441415
RSPO1	Other	0.119756507038078
RSPO2	Other	0.188861867989546
RSPO3	Other	0.1333731049942
RSPO4	Other	0.110302287331522
RSPRY1	Other	0.153583585517685
RSRC1	Other	-0.166673382773
RSRC2	Other	-0.203079136739602
RSRP1	Other	0.0354171118865221
RSU1	Other	-0.0997709185170389
RTBDN	Other	0.074199696834837
RTCA	Other	0.0666330334745042
RTCB	Other	-0.11482270031851
RTEL1	Other	-0.0200750648914659
RTF1	Other	-0.317968112377391
RTFDC1	Other	-0.165946497400263
RTKN	Other	-0.262144927063108
RTKN2	Other	-0.0419440145015786
RTL1	Other	-0.0216388923484438
RTN1	Other	0.0832325032900646
RTN2	Other	0.100446274271907
RTN3	Other	-0.10419289794124
RTN4	Other	-0.0499892253178283
RTN4IP1	Other	0.0839052131011875
RTN4R	Other	-0.010023431128571
RTN4RL1	Other	-0.119664847191375
RTN4RL2	Other	-0.343436204414545
RTP1	Nonessential	0.0275218964879266
RTP2	Nonessential	0.201515390830232
RTP3	Other	-0.112522334489039
RTP4	Other	0.0318017243503069
RTP5	Other	0.228414379992636
RTTN	Other	-0.0648479398360466
RUFY1	Other	0.00295607601725249
RUFY2	Other	0.00253571857063999
RUFY3	Other	0.0480117742462173
RUNDC1	Other	-0.0396931450161725
RUNDC3A	Other	0.100480678182979
RUNDC3B	Other	0.22475548672863
RUNX1	Other	0.134000354099586
RUNX1T1	Other	0.0635012765113494
RUNX2	Other	-0.0942528437732632
RUNX3	Other	0.0658653539814789
RUSC1	Other	-0.0925306942414044
RUSC2	Other	0.075373655923957
RUVBL1	Essential	-0.48745557128917
RUVBL2	Essential	-0.244010565829237
RWDD1	Other	-0.0448372563499842
RWDD2A	Other	-0.0812402176723886
RWDD2B	Other	0.0622534197772903
RWDD3	Other	-0.0312543892927277
RWDD4	Other	0.0655277390442591
RXFP1	Other	0.222292328047922
RXFP2	Nonessential	0.0443210496612135
RXFP3	Nonessential	0.132920912917518
RXFP4	Other	-0.0751528328739216
RXRA	Other	-0.141365104503996
RXRB	Other	0.0601637524176174
RXRG	Other	-0.102308008366615
RYR1	Other	-0.148273202228117
RYR2	Other	-0.135497109891783
RYR3	Other	0.058101441050541
S100A1	Other	-0.136324770039734
S100A10	Other	0.0820839957096691
S100A11	Other	-0.101722147395409
S100A12	Other	-0.0988248457089934
S100A13	Other	0.00561035979189024
S100A14	Other	-0.138957796609865
S100A16	Other	-0.0425249465248512
S100A2	Other	-0.218479397539423
S100A3	Other	0.0228728312391004
S100A4	Other	-0.0541199470390638
S100A5	Other	-0.0448347891373477
S100A6	Other	-0.0522209854136034
S100A7	Other	0.0888097387504604
S100A7A	Nonessential	-0.00568658029408359
S100A8	Other	0.0562193393702969
S100A9	Other	0.069758282423825
S100B	Other	0.15631004015824
S100G	Nonessential	0.00538532125258881
S100P	Other	-0.0292505473759271
S100PBP	Other	0.0309147855018032
S100Z	Other	-0.0366298051174855
S1PR1	Other	-0.0318520927744547
S1PR2	Other	-0.00728476424136406
S1PR3	Other	-0.000597384239578706
S1PR4	Other	0.00788673024014341
S1PR5	Other	0.103664867428127
SAA1	Other	-0.302623320453932
SAA2	Other	-0.19527446637294
SAA4	Other	0.120018878059729
SAAL1	Other	-0.130562705878303
SAC3D1	Other	-0.0891839075802746
SACM1L	Other	0.0133179536987361
SACS	Other	-0.0444254758576303
SAE1	Other	0.00421232285226554
SAFB	Other	0.0896829249501088
SAFB2	Other	0.00290664322808594
SAG	Other	0.078223403057486
SAGE1	Nonessential	-0.0675424734790869
SALL1	Other	0.115743230288989
SALL2	Other	-0.0590026572461579
SALL3	Other	0.142169259680652
SALL4	Other	0.0157655900467258
SAMD10	Other	0.173997326044324
SAMD11	Other	-0.0994990361905287
SAMD12	Other	-0.153518523147845
SAMD13	Other	0.0364269218053443
SAMD14	Other	-0.0198566326915496
SAMD15	Other	-0.155718556959657
SAMD3	Other	0.0713998364352954
SAMD4A	Other	-0.104731317782674
SAMD4B	Other	-0.0986203449978922
SAMD5	Other	0.0420649215400405
SAMD7	Nonessential	0.114463871858958
SAMD8	Other	-0.147997273749459
SAMD9	Other	0.280237517502881
SAMD9L	Other	0.00359465167249943
SAMHD1	Other	-0.121710799629929
SAMM50	Other	0.0641734796339197
SAMSN1	Other	0.0705404019884531
SAP130	Other	-0.0927614337763525
SAP18	Other	-0.585806439857121
SAP25	Other	0.160685685589292
SAP30	Other	-0.0165573957609133
SAP30BP	Other	-0.64003642652981
SAP30L	Other	0.00753944549091505
SAPCD1	Other	0.140853923026782
SAPCD2	Other	-0.112408436988711
SAR1A	Other	-0.010562659736842
SAR1B	Other	-0.24090494133495
SARAF	Other	0.034261128843204
SARDH	Other	0.102906440280641
SARNP	Other	-0.342230121862936
SARS	Other	-0.726409995231324
SARS2	Other	-0.0955109061332694
SART1	Other	-0.79299029264589
SART3	Other	-0.0803343864394173
SASH1	Other	0.0846054990482185
SASH3	Other	0.20131258091897
SASS6	Other	-0.309146246953476
SAT1	Other	0.125640577325893
SAT2	Other	0.0993063921141814
SATB1	Other	-0.164930007644459
SATB2	Other	-1.12338148595828
SATL1	Other	0.197362669181255
SAV1	Other	0.152936471903167
SAYSD1	Other	-0.0943658973432692
SBDS	Other	-0.145762102932099
SBF1	Other	0.187865574176332
SBF2	Other	-0.0305789902235389
SBK1	Other	-0.0273758477184924
SBK2	Other	0.0240157473194868
SBNO1	Other	-0.18565064499663
SBNO2	Other	0.148844226315675
SBSN	Other	-0.0905673201080758
SBSPON	Other	0.0413294904369359
SC5D	Other	0.108715545546731
SCAF1	Other	-0.0421076461204397
SCAF11	Other	-0.0356043975438636
SCAF4	Other	0.251994586039317
SCAF8	Other	-0.0447671752441451
SCAI	Other	0.0612286758582594
SCAMP2	Other	0.104142545365187
SCAMP3	Other	-0.0204694494092113
SCAMP4	Other	-0.00401602122300272
SCAMP5	Other	0.0769529465251752
SCAND1	Other	-0.180466623883029
SCAP	Other	-0.52089365022158
SCAPER	Other	-0.0853216865184023
SCARA3	Other	-0.136345504878681
SCARA5	Other	0.0980435476086283
SCARB1	Other	-0.0633302129881754
SCARB2	Other	0.141191200174625
SCARF1	Other	0.20550669797704
SCARF2	Other	-0.0632338724339395
SCCPDH	Other	-0.0117368731567623
SCD	Other	-0.15709872049406
SCD5	Other	-0.0399106838673391
SCEL	Other	0.119584430952121
SCFD1	Other	-0.26794665825322
SCFD2	Other	-0.210214597465346
SCG2	Other	0.00828747461016039
SCG3	Other	0.0815090857125908
SCG5	Other	-0.108290836139618
SCGB1A1	Other	0.0105271604707034
SCGB1C1	Other	-0.0592308803355803
SCGB1D1	Nonessential	-0.156979210331798
SCGB1D2	Other	-0.0885544935320722
SCGB1D4	Other	0.0715594783625913
SCGB2A1	Other	-0.0707275181817206
SCGB2A2	Other	-0.0584742531775961
SCGB2B2	Other	0.325162935010815
